id,experiment,tray,long_edge,short_edge,mother,genotype,type,seq_plate,seq_row,seq_col
W1.2.06,pure_lines,19,3,5,Eden-Road-2,Eden-Road-2,pure_lines,,,
P1.10.68,pure_lines,19,3,6,2017_stock,8231,pure_lines,,,
P1.9.66,pure_lines,19,4,1,2017_stock,6244,pure_lines,,,
W1.7.08,pure_lines,19,4,2,Lovvik-1,Lovvik-1,pure_lines,,,
P2.7.12,pure_lines,19,4,3,P1.7.16,6184,pure_lines,,,
P2.2.07,pure_lines,19,4,4,P1.2.14,6017,pure_lines,,,
P1.9.67,pure_lines,19,4,5,2017_stock,6244,pure_lines,,,
W1.5.10,pure_lines,19,4,6,Hossjo-2,Hossjo-2,pure_lines,,,
P2.5.10,pure_lines,19,5,1,P1.5.48,6092,pure_lines,,,
P1.6.64,pure_lines,19,5,2,2017_stock,6125,pure_lines,,,
P1.4.66,pure_lines,19,5,3,2017_stock,6046,pure_lines,,,
W1.8.08,pure_lines,19,5,4,Lovvik-2,Lovvik-2,pure_lines,,,
P2.5.11,pure_lines,19,5,5,P1.5.27,6092,pure_lines,,,
P1.6.65,pure_lines,19,5,6,2017_stock,6125,pure_lines,,,
W1.9.06,pure_lines,19,6,1,Lovvik-4,Lovvik-4,pure_lines,,,
P2.1.11,pure_lines,19,6,2,P1.1.20,1158,pure_lines,,,
P2.10.13,pure_lines,19,6,3,P1.10.44,8231,pure_lines,,,
P1.4.67,pure_lines,19,6,4,2017_stock,6046,pure_lines,,,
NA,pure_lines,19,6,5,NA,NA,pure_lines,,,
P1.7.66,pure_lines,19,6,6,2017_stock,6184,pure_lines,,,
P2.1.12,pure_lines,19,7,1,P1.1.47,1158,pure_lines,,,
P2.2.08,pure_lines,19,7,2,P1.2.47,6017,pure_lines,,,
P2.7.13,pure_lines,19,7,3,P1.7.24,6184,pure_lines,,,
P2.9.12,pure_lines,19,7,4,P1.9.54,6244,pure_lines,,,
P1.7.67,pure_lines,19,7,5,2017_stock,6184,pure_lines,,,
P2.9.13,pure_lines,19,7,6,P1.9.47,6244,pure_lines,,,
P2.7.14,pure_lines,19,8,1,P1.7.52,6184,pure_lines,,,
P2.2.09,pure_lines,19,8,2,P1.2.33,6017,pure_lines,,,
P2.6.09,pure_lines,19,8,3,P1.6.45,6125,pure_lines,,,
W1.9.07,pure_lines,19,8,4,Lovvik-4,Lovvik-4,pure_lines,,,
W1.6.07,pure_lines,19,8,5,Hossjo-6,Hossjo-6,pure_lines,,,
P2.10.14,pure_lines,19,8,6,P1.10.31,8231,pure_lines,,,
W1.2.07,pure_lines,19,9,1,Eden-Road-2,Eden-Road-2,pure_lines,,,
P1.6.66,pure_lines,19,9,2,2017_stock,6125,pure_lines,,,
P2.1.13,pure_lines,19,9,3,P1.1.38,1158,pure_lines,,,
W1.9.08,pure_lines,19,9,4,Lovvik-4,Lovvik-4,pure_lines,,,
W1.4.08,pure_lines,19,9,5,Hossjo-8,Hossjo-8,pure_lines,,,
P1.2.68,pure_lines,19,9,6,2017_stock,6017,pure_lines,,,
W1.6.08,pure_lines,19,10,1,Hossjo-6,Hossjo-6,pure_lines,,,
P2.4.11,pure_lines,19,10,2,P1.4.21,6046,pure_lines,,,
P1.6.67,pure_lines,19,10,3,2017_stock,6125,pure_lines,,,
P1.2.69,pure_lines,19,10,4,2017_stock,6017,pure_lines,,,
W1.6.09,pure_lines,19,10,5,Hossjo-6,Hossjo-6,pure_lines,,,
P2.3.14,pure_lines,19,10,6,P1.3.35,6024,pure_lines,,,
P2.2.10,pure_lines,19,11,1,P1.2.43,6017,pure_lines,,,
P2.8.13,pure_lines,19,11,2,P1.8.21,6237,pure_lines,,,
P1.9.68,pure_lines,19,11,3,2017_stock,6244,pure_lines,,,
P2.2.11,pure_lines,19,11,4,P1.2.51,6017,pure_lines,,,
P1.10.69,pure_lines,19,11,5,2017_stock,8231,pure_lines,,,
P2.9.14,pure_lines,19,11,6,P1.9.34,6244,pure_lines,,,
P1.4.68,pure_lines,20,1,1,2017_stock,6046,pure_lines,,,
P2.8.14,pure_lines,20,1,2,P1.8.35,6237,pure_lines,,,
P1.7.68,pure_lines,20,1,3,2017_stock,6184,pure_lines,,,
P2.3.15,pure_lines,20,1,4,P1.3.12,6024,pure_lines,,,
W1.9.09,pure_lines,20,1,5,Lovvik-4,Lovvik-4,pure_lines,,,
W1.4.09,pure_lines,20,1,6,Hossjo-8,Hossjo-8,pure_lines,,,
P2.5.12,pure_lines,20,2,1,P1.5.47,6092,pure_lines,,,
P1.5.66,pure_lines,20,2,2,2017_stock,6092,pure_lines,,,
P2.10.15,pure_lines,20,2,3,P1.10.14,8231,pure_lines,,,
P1.5.67,pure_lines,20,2,4,2017_stock,6092,pure_lines,,,
P1.6.68,pure_lines,20,2,5,2017_stock,6125,pure_lines,,,
P1.8.66,pure_lines,20,2,6,2017_stock,6237,pure_lines,,,
P1.3.65,pure_lines,20,3,1,2017_stock,6024,pure_lines,,,
P2.4.12,pure_lines,20,3,2,P1.4.53,6046,pure_lines,,,
W1.2.08,pure_lines,20,3,3,Eden-Road-2,Eden-Road-2,pure_lines,,,
P2.6.10,pure_lines,20,3,4,P1.6.44,6125,pure_lines,,,
P2.1.14,pure_lines,20,3,5,P1.1.04,1158,pure_lines,,,
P1.9.69,pure_lines,20,3,6,2017_stock,6244,pure_lines,,,
W1.9.10,pure_lines,20,4,1,Lovvik-4,Lovvik-4,pure_lines,,,
P2.1.15,pure_lines,20,4,2,P1.1.35,1158,pure_lines,,,
P2.4.13,pure_lines,20,4,3,P1.4.12,6046,pure_lines,,,
P2.2.12,pure_lines,20,4,4,P1.2.50,6017,pure_lines,,,
P1.6.69,pure_lines,20,4,5,2017_stock,6125,pure_lines,,,
W1.7.09,pure_lines,20,4,6,Lovvik-1,Lovvik-1,pure_lines,,,
P2.4.14,pure_lines,20,5,1,P1.4.07,6046,pure_lines,,,
P1.3.66,pure_lines,20,5,2,2017_stock,6024,pure_lines,,,
P2.5.13,pure_lines,20,5,3,P1.5.17,6092,pure_lines,,,
P2.6.11,pure_lines,20,5,4,P1.6.35,6125,pure_lines,,,
P2.2.13,pure_lines,20,5,5,P1.2.34,6017,pure_lines,,,
P2.6.12,pure_lines,20,5,6,P1.6.26,6125,pure_lines,,,
P1.3.67,pure_lines,20,6,1,2017_stock,6024,pure_lines,,,
W1.6.10,pure_lines,20,6,2,Hossjo-6,Hossjo-6,pure_lines,,,
P2.6.13,pure_lines,20,6,3,P1.6.19,6125,pure_lines,,,
W1.3.08,pure_lines,20,6,4,Eden-Road-3,Eden-Road-3,pure_lines,,,
W1.2.09,pure_lines,20,6,5,Eden-Road-2,Eden-Road-2,pure_lines,,,
NA,pure_lines,20,6,6,NA,NA,pure_lines,,,
P1.1.68,pure_lines,20,7,1,2017_stock,1158,pure_lines,,,
P2.5.14,pure_lines,20,7,2,P1.5.26,6092,pure_lines,,,
P2.7.15,pure_lines,20,7,3,P1.7.43,6184,pure_lines,,,
W1.8.09,pure_lines,20,7,4,Lovvik-2,Lovvik-2,pure_lines,,,
P1.3.68,pure_lines,20,7,5,2017_stock,6024,pure_lines,,,
W1.1.10,pure_lines,20,7,6,Eden-Road-1,Eden-Road-1,pure_lines,,,
W1.3.09,pure_lines,20,8,1,Eden-Road-3,Eden-Road-3,pure_lines,,,
W1.8.10,pure_lines,20,8,2,Lovvik-2,Lovvik-2,pure_lines,,,
P1.1.69,pure_lines,20,8,3,2017_stock,1158,pure_lines,,,
P2.2.14,pure_lines,20,8,4,P1.2.46,6017,pure_lines,,,
P1.7.69,pure_lines,20,8,5,2017_stock,6184,pure_lines,,,
P1.8.67,pure_lines,20,8,6,2017_stock,6237,pure_lines,,,
W1.3.10,pure_lines,20,9,1,Eden-Road-3,Eden-Road-3,pure_lines,,,
P1.5.68,pure_lines,20,9,2,2017_stock,6092,pure_lines,,,
NA,pure_lines,20,9,3,NA,NA,pure_lines,,,
P1.4.69,pure_lines,20,9,4,2017_stock,6046,pure_lines,,,
W1.2.10,pure_lines,20,9,5,Eden-Road-2,Eden-Road-2,pure_lines,,,
P2.2.15,pure_lines,20,9,6,P1.2.17,6017,pure_lines,,,
P2.4.15,pure_lines,20,10,1,P1.4.24,6046,pure_lines,,,
P1.3.69,pure_lines,20,10,2,2017_stock,6024,pure_lines,,,
P2.9.15,pure_lines,20,10,3,P1.9.07,6244,pure_lines,,,
P1.5.69,pure_lines,20,10,4,2017_stock,6092,pure_lines,,,
W1.7.10,pure_lines,20,10,5,Lovvik-1,Lovvik-1,pure_lines,,,
P1.8.68,pure_lines,20,10,6,2017_stock,6237,pure_lines,,,
P2.8.15,pure_lines,20,11,1,P1.8.09,6237,pure_lines,,,
W1.4.10,pure_lines,20,11,2,Hossjo-8,Hossjo-8,pure_lines,,,
P1.8.69,pure_lines,20,11,3,2017_stock,6237,pure_lines,,,
P2.6.14,pure_lines,20,11,4,P1.6.13,6125,pure_lines,,,
P2.6.15,pure_lines,20,11,5,P1.6.10,6125,pure_lines,,,
P2.5.15,pure_lines,20,11,6,P1.5.51,6092,pure_lines,,,
P2.160.01,pure_lines,21,1,1,P1.9.54,6244,pure_lines,1,D,7
W1.12.01,pure_lines,21,1,2,Eden-Road-6,Eden-Road-6,pure_lines,,,
W1.4.01,pure_lines,21,1,3,Hossjo-9,Hossjo-9,pure_lines,1,H,1
P2.101.01,pure_lines,21,1,4,P1.5.54,6092,pure_lines,1,E,1
W1.13.01,pure_lines,21,1,5,Hossjo-7,Hossjo-7,pure_lines,1,E,7
P2.114.01,pure_lines,21,1,6,P1.6.44,6125,pure_lines,1,A,1
W1.10.01,pure_lines,21,2,1,Eden-Road-4,Eden-Road-4,pure_lines,,,
P2.098.01,pure_lines,21,2,2,P1.5.47,6092,pure_lines,1,D,1
,pure_lines,21,2,3,NA,NA,pure_lines,,,
W1.11.01,pure_lines,21,2,4,Eden-Road-5,Eden-Road-5,pure_lines,1,C,1
P2.016.01,pure_lines,21,2,5,P1.1.27,1158,pure_lines,1,E,4
P2.139.01,pure_lines,21,2,6,P1.8.31,6237,pure_lines,1,D,3
W1.15.01,pure_lines,21,3,1,Lovvik-7,Lovvik-7,pure_lines,,,
P2.083.01,pure_lines,21,3,2,P1.4.34,6046,pure_lines,1,A,6
P1.6.70,pure_lines,21,3,3,2017_stock,6125,pure_lines,1,F,3
P1.7.70,pure_lines,21,3,4,2017_stock,6184,pure_lines,1,F,4
P2.049.01,pure_lines,21,3,5,P1.2.33,6017,pure_lines,1,C,3
W1.14.01,pure_lines,21,3,6,Lovvik-6,Lovvik-6,pure_lines,1,C,4
P2.088.01,pure_lines,21,4,1,P1.5.08,6092,pure_lines,1,G,2
P2.116.01,pure_lines,21,4,2,P1.6.45,6125,pure_lines,1,C,6
W1.14.02,pure_lines,21,4,3,Lovvik-6,Lovvik-6,pure_lines,1,B,4
P2.022.01,pure_lines,21,4,4,P1.1.44,1158,pure_lines,1,A,4
P2.159.01,pure_lines,21,4,5,P1.9.50,6244,pure_lines,1,H,5
P1.2.70,pure_lines,21,4,6,2017_stock,6017,pure_lines,1,E,3
W1.15.02,pure_lines,21,5,1,Lovvik-7,Lovvik-7,pure_lines,1,A,7
W1.14.03,pure_lines,21,5,2,Lovvik-6,Lovvik-6,pure_lines,1,F,7
W1.11.02,pure_lines,21,5,3,Eden-Road-5,Eden-Road-5,pure_lines,,,
P2.014.01,pure_lines,21,5,4,P1.1.19,1158,pure_lines,1,G,1
P2.102.01,pure_lines,21,5,5,P1.6.10,6125,pure_lines,,,
P1.1.70,pure_lines,21,5,6,2017_stock,1158,pure_lines,1,G,2
P2.044.01,pure_lines,21,6,1,P1.2.17,6017,pure_lines,1,B,5
W1.4.02,pure_lines,21,6,2,Hossjo-9,Hossjo-9,pure_lines,1,F,1
P2.079.01,pure_lines,21,6,3,P1.4.24,6046,pure_lines,1,H,7
P1.10.70,pure_lines,21,6,4,2017_stock,8231,pure_lines,1,G,7
P1.4.70,pure_lines,21,6,5,2017_stock,6046,pure_lines,1,A,2
W1.4.11,pure_lines,21,6,6,Hossjo-8,Hossjo-8,pure_lines,1,G,2
P2.026.01,pure_lines,21,7,1,P1.1.52,6184,pure_lines,1,H,1
P1.3.70,pure_lines,21,7,2,2017_stock,6024,pure_lines,1,A,3
P1.3.71,pure_lines,21,7,3,2017_stock,6024,pure_lines,1,B,1
P2.073.01,pure_lines,21,7,4,P1.4.08,6046,pure_lines,1,D,4
P1.3.72,pure_lines,21,7,5,2017_stock,6024,pure_lines,1,E,5
P1.8.70,pure_lines,21,7,6,2017_stock,6237,pure_lines,1,B,7
W1.10.02,pure_lines,21,8,1,Eden-Road-4,Eden-Road-4,pure_lines,1,G,5
P2.140.01,pure_lines,21,8,2,P1.8.32,6237,pure_lines,1,B,6
P2.106.01,pure_lines,21,8,3,P1.6.19,6125,pure_lines,1,C,2
P2.052.01,pure_lines,21,8,4,P1.2.45,6017,pure_lines,1,B,2
P2.038.01,pure_lines,21,8,5,P1.10.45,8231,pure_lines,1,E,2
P2.104.01,pure_lines,21,8,6,P1.6.13,6125,pure_lines,1,E,6
P1.10.71,pure_lines,21,9,1,2017_stock,8231,pure_lines,1,F,
P2.126.01,pure_lines,21,9,2,P1.7.44,6184,pure_lines,1,C,5
P2.095.01,pure_lines,21,9,3,P1.5.39,6092,pure_lines,1,H,6
P1.10.72,pure_lines,21,9,4,2017_stock,8231,pure_lines,1,D,6
P1.3.73,pure_lines,21,9,5,2017_stock,6024,pure_lines,1,G,6
P1.7.71,pure_lines,21,9,6,2017_stock,6184,pure_lines,1,F,5
P2.059.01,pure_lines,21,10,1,P1.3.12,6024,pure_lines,1,H,3
W1.16.01,pure_lines,21,10,2,Lovvik-9,Lovvik-9,pure_lines,,,
P1.4.71,pure_lines,21,10,3,2017_stock,6046,pure_lines,1,C,7
P1.10.73,pure_lines,21,10,4,2017_stock,8231,pure_lines,1,D,5
P2.146.01,pure_lines,21,10,5,P1.9.07,6244,pure_lines,1,F,6
P1.7.72,pure_lines,21,10,6,2017_stock,6184,pure_lines,1,A,5
P2.074.01,pure_lines,21,11,1,P1.4.09,6046,pure_lines,,,
P2.021.01,pure_lines,21,11,2,P1.1.36,1158,pure_lines,,,
P2.075.01,pure_lines,21,11,3,P1.4.12,6046,pure_lines,1,F,2
P2.133.01,pure_lines,21,11,4,P1.8.10,6237,pure_lines,1,H,4
P2.036.01,pure_lines,21,11,5,P1.10.38,8231,pure_lines,1,D,2
W1.16.02,pure_lines,21,11,6,Lovvik-9,Lovvik-9,pure_lines,1,B,3
P2.141.01,pure_lines,22,1,1,P1.8.34,6237,pure_lines,1,G,9
W1.13.02,pure_lines,22,1,2,Hossjo-7,Hossjo-7,pure_lines,,,
P1.9.70,pure_lines,22,1,3,2017_stock,6244,pure_lines,1,E,9
W1.11.03,pure_lines,22,1,4,Eden-Road-5,Eden-Road-5,pure_lines,1,F,12
P2.112.01,pure_lines,22,1,5,P1.6.35,6125,pure_lines,,,
P1.3.74,pure_lines,22,1,6,2017_stock,6024,pure_lines,1,D,10
P1.10.74,pure_lines,22,2,1,2017_stock,8231,pure_lines,1,A,10
P1.4.72,pure_lines,22,2,2,2017_stock,6046,pure_lines,1,B,10
P2.109.01,pure_lines,22,2,3,P1.6.26,6125,pure_lines,1,G,8
W1.4.03,pure_lines,22,2,4,Hossjo-9,Hossjo-9,pure_lines,1,H,9
P2.033.01,pure_lines,22,2,5,P1.10.32,8231,pure_lines,,,
P1.2.71,pure_lines,22,2,6,2017_stock,6017,pure_lines,1,H,6
P1.5.70,pure_lines,22,3,1,2017_stock,6092,pure_lines,1,B,9
P2.061.01,pure_lines,22,3,2,P1.3.17,6024,pure_lines,1,A,9
W1.13.03,pure_lines,22,3,3,Hossjo-7,Hossjo-7,pure_lines,1,F,8
,pure_lines,22,3,4,NA,NA,pure_lines,,,
P1.7.73,pure_lines,22,3,5,2017_stock,6184,pure_lines,,,
P1.6.71,pure_lines,22,3,6,2017_stock,6125,pure_lines,,,
P2.119.01,pure_lines,22,4,1,P1.7.09,6184,pure_lines,1,H,10
W1.14.04,pure_lines,22,4,2,Lovvik-6,Lovvik-6,pure_lines,1,F,9
P2.158.01,pure_lines,22,4,3,P1.9.47,6244,pure_lines,1,C,10
P2.080.01,pure_lines,22,4,4,P1.4.27,6046,pure_lines,1,C,11
P1.5.71,pure_lines,22,4,5,2017_stock,6092,pure_lines,1,D,9
W1.14.05,pure_lines,22,4,6,Lovvik-6,Lovvik-6,pure_lines,1,C,9
P1.2.72,pure_lines,22,5,1,2017_stock,6017,pure_lines,1,E,8
W1.10.03,pure_lines,22,5,2,Eden-Road-4,Eden-Road-4,pure_lines,1,B,8
P1.8.71,pure_lines,22,5,3,2017_stock,6237,pure_lines,1,C,8
P1.9.71,pure_lines,22,5,4,2017_stock,6244,pure_lines,1,A,11
W1.4.04,pure_lines,22,5,5,Hossjo-9,Hossjo-9,pure_lines,1,A,12
P1.6.72,pure_lines,22,5,6,2017_stock,6125,pure_lines,1,D,8
W1.14.06,pure_lines,22,6,1,Lovvik-6,Lovvik-6,pure_lines,,,
P2.155.01,pure_lines,22,6,2,P1.9.34,6244,pure_lines,1,G,10
P1.10.75,pure_lines,22,6,3,2017_stock,8231,pure_lines,,,
W1.14.07,pure_lines,22,6,4,Lovvik-6,Lovvik-6,pure_lines,,,
W1.13.04,pure_lines,22,6,5,Hossjo-7,Hossjo-7,pure_lines,1,B,11
P2.047.01,pure_lines,22,6,6,P1.2.31,6017,pure_lines,2,D,1
W1.16.03,pure_lines,22,7,1,Lovvik-9,Lovvik-9,pure_lines,1,F,10
P2.029.01,pure_lines,22,7,2,P1.10.17,8231,pure_lines,1,E,10
P1.6.73,pure_lines,22,7,3,2017_stock,6125,pure_lines,1,D,11
P2.081.01,pure_lines,22,7,4,P1.4.29,6046,pure_lines,,,
P2.149.01,pure_lines,22,7,5,P1.9.12,6244,pure_lines,,,
P1.10.76,pure_lines,22,7,6,2017_stock,8231,pure_lines,,,
W1.13.05,pure_lines,22,8,1,Hossjo-7,Hossjo-7,pure_lines,1,D,12
P1.1.71,pure_lines,22,8,2,2017_stock,1158,pure_lines,1,C,12
W1.11.04,pure_lines,22,8,3,Eden-Road-5,Eden-Road-5,pure_lines,1,G,11
P1.9.72,pure_lines,22,8,4,2017_stock,6244,pure_lines,,,
P2.153.01,pure_lines,22,8,5,P1.9.31,6244,pure_lines,,,
W1.15.03,pure_lines,22,8,6,Lovvik-7,Lovvik-7,pure_lines,,,
P2.071.01,pure_lines,22,9,1,P1.3.50,6024,pure_lines,1,E,12
P1.7.74,pure_lines,22,9,2,2017_stock,6184,pure_lines,2,A,1
P2.053.01,pure_lines,22,9,3,P1.2.46,6017,pure_lines,,,
P1.4.73,pure_lines,22,9,4,2017_stock,6046,pure_lines,1,F,11
P2.037.01,pure_lines,22,9,5,P1.10.44,8231,pure_lines,1,H,11
W1.15.04,pure_lines,22,9,6,Lovvik-7,Lovvik-7,pure_lines,1,B,12
P1.2.73,pure_lines,22,10,1,2017_stock,6017,pure_lines,1,E,11
W1.4.12,pure_lines,22,10,2,Hossjo-8,Hossjo-8,pure_lines,1,H,12
P2.145.01,pure_lines,22,10,3,P1.8.48,6237,pure_lines,2,C,1
P1.9.73,pure_lines,22,10,4,2017_stock,6244,pure_lines,1,G,12
W1.13.06,pure_lines,22,10,5,Hossjo-7,Hossjo-7,pure_lines,,,
P2.103.01,pure_lines,22,10,6,P1.6.10,6125,pure_lines,,,
W1.16.04,pure_lines,22,11,1,Lovvik-9,Lovvik-9,pure_lines,2,F,1
P2.085.01,pure_lines,22,11,2,P1.4.49,6046,pure_lines,,,
P1.4.74,pure_lines,22,11,3,2017_stock,6046,pure_lines,2,B,1
P1.5.72,pure_lines,22,11,4,2017_stock,6092,pure_lines,2,E,1
P2.076.01,pure_lines,22,11,5,P1.4.16,6046,pure_lines,,,
P2.055.01,pure_lines,22,11,6,P1.2.51,6017,pure_lines,2,G,1
W1.12.02,pure_lines,23,1,1,Eden-Road-6,Eden-Road-6,pure_lines,,,
P1.8.72,pure_lines,23,1,2,2017_stock,6237,pure_lines,,,
P2.143.01,pure_lines,23,1,3,P1.8.44,6237,pure_lines,,,
P2.096.01,pure_lines,23,1,4,P1.5.41,6092,pure_lines,,,
W1.12.03,pure_lines,23,1,5,Eden-Road-6,Eden-Road-6,pure_lines,,,
P1.1.72,pure_lines,23,1,6,2017_stock,1158,pure_lines,,,
