id,latitude,longitude
88,47.4,0.683333
108,48.5167,-4.06667
139,48.5167,-4.06667
159,47.35,3.93333
265,44.65,-1.16667
350,46.6667,4.11667
351,46.6667,4.11667
403,49.3667,16.2667
410,49.4211,16.3497
424,49.4112,16.2815
428,49.403,16.232
430,47,15.5
630,40.7777,-72.9069
763,42.3,74.3667
765,42.1833,73.4
766,42.5833,73.6333
768,42.8,76.35
770,40.046526,72.683613
772,37.35,72.4667
801,37.9169,-84.4639
870,41.8266,-86.4366
915,41.8972,-71.4378
932,42.3634,-71.1445
991,55.3833,14.05
992,55.3833,14.05
997,55.3833,14.05
1002,55.3833,14.05
1061,55.7167,14.1333
1062,55.7167,14.1333
1063,55.7167,14.1333
1066,55.7167,14.1333
1074,55.7167,14.1333
1137,56.6167,16.65
1158,56.7,16.5167
1254,59.4333,17.0167
1257,59.4333,17.0167
1317,59.5667,16.8667
1318,59.5667,16.8667
1363,59.7833,17.5833
1367,59.7833,17.5833
1435,62.8,18.2
1552,63.0833,18.3667
1585,65.25,15.6
1829,42.051,-86.509
1853,43.595,-86.2657
1872,43.595,-86.2657
1890,43.5139,-86.1859
1925,43.5251,-86.1843
1954,43.5187,-86.1739
2016,43.5356,-86.1788
2171,42.148,-86.431
2202,43.7623,-86.3929
2276,43.665,-86.496
2278,43.665,-86.496
2317,42.03,-86.514
4779,50.4,-4.9
4807,50.4,-4.9
4826,50.4,-4.9
4884,50.3,-4.9
4900,50.3,-4.8
4931,50.327643,-4.6
4958,50.5,-4.5
5023,51.3,0.5
5104,51.3,0.5
5151,52.2,-1.7
5165,51.3,0.4
5210,51.2,0.3
5236,51.2,0.4
5253,51.1,0.6
5276,51.3,1.1
5349,51.1,0.4
5353,54.5,-3
5470,54.7,-3.4
5486,54.6,-3.3
5506,54.6,-3.1
5535,54.6,-3.1
5577,54.7,-3.4
5644,54.4,-2.9
5720,53.3,-1.6
5726,51.3,1.1
5741,56.6,-4.1
5748,56,-4.4
5757,54.6,-2.3
5768,54.1,-1.5
5772,54.1,-2.3
5778,52.2,1.5
5779,51,-3.1
5784,56.4,-5.2
5800,57.4,-5.5
5811,52.9,-3.1
5818,51.8,-0.6
5822,56.7333,-5.98333
5829,55.38383,14.06125
5830,56.3333,15.9667
5831,56.3333,15.9667
5832,56.3333,15.9667
5835,63.324,18.484
5837,49.4013,16.2326
5856,63.0167,17.4914
5865,55.76,14.12
5867,55.76,14.12
5874,49.4112,16.2815
5890,49.4112,16.2815
5893,49.4112,16.2815
5907,49.4112,16.2815
5921,49.4112,16.2815
5950,49.4112,16.2815
5964,49.4112,16.2815
5984,49.4112,16.2815
5993,49.4112,16.2815
6008,49.1,16.2
6009,62.877,18.177
6011,62.877,18.177
6012,62.877,18.177
6013,62.877,18.177
6016,62.9,18.4
6017,62.9,18.4
6019,56.06,14.29
6020,56.06,14.29
6021,56.06,14.29
6023,55.7509,13.3712
6024,55.7509,13.3712
6025,62.6437,17.7339
6030,62.806,18.1896
6034,56.1,13.74
6035,56.1,13.74
6036,56.1,13.74
6038,56.1,13.74
6039,56.1,13.74
6040,55.66,13.4
6041,56.0328,14.775
6042,56.09,13.9
6043,62.801,18.079
6046,62.801,18.079
6064,62.9513,18.2763
6069,62.9513,18.2763
6070,62.9308,18.3448
6071,62.9308,18.3448
6073,56.1481,15.8155
6074,56.4573,16.1308
6076,55.6942,13.4504
6085,55.7097,13.2145
6086,58.9,11.2
6088,56.4666,16.1284
6090,55.6525,13.2197
6092,55.6514,13.2233
6094,55.6494,13.2147
6097,55.6481,13.2264
6098,55.6561,13.2178
6099,55.6575,13.2386
6100,55.6,13.2
6102,55.6,13.2
6104,55.7,13.2
6105,55.7967,13.1211
6106,55.7931,13.1186
6107,55.7942,13.1222
6108,55.7989,13.1206
6109,55.7936,13.1233
6111,55.7989,13.1219
6112,55.7967,13.1044
6113,55.8078,13.1028
6114,55.8097,13.1342
6115,55.8,13.1367
6118,55.7,13.2
6122,55.8364,13.3075
6124,55.8378,13.3092
6125,55.8403,13.3106
6126,55.8411,13.3047
6127,55.8428,13.3058
6128,55.8397,13.2881
6129,55.8544,13.2875
6131,55.8369,13.3181
6132,55.8386,13.3186
6133,55.8364,13.2906
6134,55.8383,13.2906
6136,55.9336,13.5519
6137,55.9419,13.5603
6138,55.9403,13.5511
6140,55.9392,13.5539
6142,55.9428,13.5558
6145,55.9497,13.5533
6148,55.9319,13.5508
6149,55.9281,13.5481
6150,55.9261,13.5319
6151,55.6528,13.2244
6153,62.6425,17.7422
6154,62.6422,17.7406
6163,62.6425,17.7356
6166,62.6425,17.7372
6169,62.8714,18.3447
6171,62.8717,18.3444
6172,62.8717,18.3436
6173,62.8717,18.3419
6174,62.8719,18.3422
6177,62.6322,17.69
6180,62.6322,17.6906
6184,62.8892,18.4522
6188,55.7683,14.1386
6189,55.7686,14.1383
6191,55.7689,14.1375
6192,55.7692,14.1369
6193,55.7694,14.1347
6194,55.7706,14.1342
6195,55.7708,14.1342
6197,55.7714,14.1333
6198,55.7708,14.1331
6201,55.7719,14.1211
6202,55.7717,14.1206
6203,55.7714,14.1208
6209,62.8836,18.1842
6210,62.8839,18.1836
6216,63.0167,18.3283
6217,63.0169,18.3283
6218,63.0172,18.3283
6220,62.806,18.1896
6221,62.806,18.1896
6231,62.96,18.2844
6235,62.9611,18.3589
6237,62.9619,18.35
6238,62.9619,18.35
6240,62.9622,18.35
6241,62.9614,18.3608
6242,55.7,13.2
6243,56.27373,13.90045
6244,62.9169,18.4728
6252,55.5796,14.3336
6255,55.5796,14.334
6258,55.5796,14.3336
6268,55.5796,14.3336
6276,55.5796,14.3336
6284,55.5796,14.3336
6288,49.2771,16.6314
6296,49.2771,16.6314
6390,49.2771,16.6314
6396,49.2771,16.6314
6413,56.06,13.97
6424,49.3853,16.2544
6434,49.3853,16.2544
6445,49.3853,16.2544
6680,51.85,6.4333
6709,47.6479,-122.305
6744,40.8585,-73.4675
6830,49.5,73.1
6897,45,1.3
6898,51.2167,4.4
6900,63.324,18.484
6901,63.324,18.484
6903,49.4013,16.2326
6904,49.2,16.6166
6906,40.2077,-8.42639
6907,51.4083,-0.6383
6908,51.4083,-0.6383
6909,38.3,-92.3
6911,15.1111,-23.6167
6913,62.877,18.177
6915,50.3,6.3
6916,58.3,25.3
6917,63.0165,18.3174
6918,63.0165,18.3174
6919,50.3,8
6920,51.5338,9.9355
6921,51.5338,9.9355
6922,50.3,8
6923,51.4083,-0.6383
6924,51.4083,-0.6383
6926,44.46,-85.37
6927,41.2816,-86.621
6928,41.2816,-86.621
6929,38.48,68.49
6931,49.5,73.1
6932,47.984,10.8719
6933,41.59,2.49
6936,46,3.3
6937,49,9.3
6938,55.7522,37.6322
6939,32.34,22.46
6940,50.3,8.3
6943,51.4083,-0.6383
6944,51.4083,-0.6383
6945,52.24,4.45
6951,49.42,16.36
6956,49.42,16.36
6957,49.42,16.36
6958,46,3.3
6959,48.5,-1.41
6960,48.5,-1.41
6961,38.3333,-3.53333
6963,38.35,68.48
6964,56.31635,16.03529
6965,56.31635,16.03529
6966,51.4083,-0.6383
6967,51.4083,-0.6383
6968,60,23.5
6969,60,23.5
6970,41.7194,2.93056
6971,41.7194,2.93056
6972,34.43,136.31
6973,56.0648,13.9707
6974,56.0648,13.9707
6975,48.3,14.45
6976,48.3,14.45
6979,47.25,8.26
6981,52.3,30
6982,52.3,9.3
6984,49.3853,16.2544
6985,49.3853,16.2544
6986,57.1539,-2.2207
6987,48.0683,7.62551
6989,54.8,-2.4333
6990,53.448,5.73
6992,50.3,5.3
6994,45.9,6.13028
6997,51.8333,5.5833
7000,50.9167,9.57073
7002,51.3333,6.1
7003,47.5,7.5
7008,52,5.675
7010,49.6803,8.6161
7013,52.4584,13.287
7014,56.5459,-4.79821
7025,44.5041,11.3396
7026,54.4,-3.2667
7028,49.5166,9.3166
7031,50.0167,8.6667
7033,41.3599,-122.755
7036,50.5,9.5
7058,54.1,-6.2
7061,53.2699,-1.64293
7062,50.2981,8.26607
7063,29.2144,-13.4811
7064,51.3,1.1
7067,37.3,15
7068,42,12.1
7071,48.0717,1.33867
7072,53.7502,34.7361
7075,43.3779,2.54038
7077,40.12,-8.25
7081,40.2077,-8.42639
7092,49.416,2.823
7094,49.8724,8.65081
7096,47.3239,5.04278
7098,47,5
7102,50.7224,8.2372
7103,49.4167,16.2667
7106,51.051,13.7336
7107,54.7761,-1.5733
7109,51.3,0.5
7111,55.9494,-3.16028
7117,51.5105,9.68253
7119,50,8.5
7120,50,8.5
7123,50.1721,8.38912
7125,49.5955,11.0087
7126,60.1997,24.5682
7127,58.6656,24.9871
7130,44.6447,2.56481
7133,50.1102,8.6822
7138,50.5,8.0167
7143,51.0167,5.86667
7147,50.584,8.67825
7148,35.45,137.42
7158,47,15.5
7160,43.178,-85.2532
7161,53.5,10.5
7162,52.24,9.44
7163,52.3721,9.73569
7164,55.675,12.5686
7165,51.3472,8.28844
7166,51.25,5.9
7167,NA,NA
7169,54.4175,9.88682
7177,49,15
7181,50.927,11.587
7182,NA,NA
7186,54.8969,23.8924
7192,55.6395,-5.66364
7199,50.95,6.9666
7202,50.1797,8.50861
7203,49.631,11.5722
7206,50.0742,8.96617
7207,35.0085,135.752
7208,55.6739,-3.78181
7209,52.7333,15.2333
7213,47.984,10.8719
7217,48,0.5
7218,52.1611,4.49015
7223,50.3833,8.0666
7231,50.3833,8.0666
7236,NA,NA
7244,50.001,8.26664
7248,41.3923,-70.6652
7250,51.9183,10.1138
7252,54.6167,-2.3
7255,50.95,7.5
7258,50.5,8.5
7263,-37.7871,175.283
7268,52.6969,10.981
7273,51.0581,13.2995
7276,50.2,8.5833
7280,53.1667,8.2
7282,50.3827,8.01161
7287,53.3422,8.42255
7288,60.385543,6.193019
7296,59,29
7298,47.04,10.51
7305,53.476,10.6065
7306,49.2655,-123.206
7307,48.0653,-2.96591
7308,50.7167,7.1
7314,54.3512,-3.41697
7316,51.9667,5.56667
7319,42,12.1
7320,49.4424,1.09849
7322,56.3,34
7323,49,38.28
7327,41.7833,3.03333
7328,41.7833,3.03333
7329,37.21,-121.16
7330,43.0553,141.346
7332,47,-122.2
7333,46.5438,11.5614
7337,50.8738,8.02341
7342,53.6473,-3.00733
7343,52.5339,13.181
7344,47.6667,9.5
7346,52.6058,11.8558
7347,52,36
7349,49.5,14.5
7350,47.2413,-122.459
7351,56.4278,-5.23439
7353,52.08,4.3
7354,56.5,14.9
7355,41.96,12.8
7356,41.6639,-83.5553
7372,47.0748,9.9042
7373,34.43,136.31
7375,NA,NA
7377,43.2708,-85.2563
7378,48.0333,7.7667
7382,52.0918,5.1145
7383,49.2655,-123.206
7384,52.0333,5.55
7387,54.9902,-2.3671
7394,52.3,21
7396,52.3,30
7404,52.6,10.0667
7411,47.9299,10.8134
7413,54.6833,25.3167
7415,49.7878,9.9361
7416,37.45,-119.35
7417,47.3667,8.55
7418,47.3667,8.55
7419,50.3058,8.32213
7424,49.2,16.6166
7427,NA,NA
7430,48.6167,6.25
7438,61.36,34.15
7458,55.675,12.5687
7460,NA,NA
7461,49,15
7471,NA,NA
7477,41.7302,-71.2825
7514,41.5609,-86.4251
7515,41.5609,-86.4251
7516,55.58,14.334
7517,55.58,14.334
7518,56.14,15.78
7519,56.14,15.78
7520,49.38,16.81
7521,49.38,16.81
7522,44.15,9.65
7523,42.0945,-86.3253
7524,42.036,-86.511
7525,42.036,-86.511
7526,42.0945,-86.3253
7717,41.273,-86.625
7917,42.0945,-86.3253
7947,42.0945,-86.3253
8077,41.3423,-86.7368
8132,42.036,-86.511
8213,43.25,-6
8214,49,2
8222,56.0328,14.775
8227,62.7989,17.9103
8230,56.68,16.5
8231,56.3,16
8233,41.1876,-87.1923
8234,56.4606,15.8127
8235,48.8,17.1
8236,49.33,15.76
8237,55.8,13.1
8238,51.15,0.4
8239,51,7
8240,55.705,13.196
8241,55.9473,13.821
8242,56.1494,15.7884
8243,43.7703,11.2547
8244,48.6103,2.3086
8246,35,-79.18
8247,56.07,13.74
8249,57.7,15.8
8256,56.4,12.9
8258,56.4,12.9
8259,56.4,12.9
8264,41.6833,2.8
8266,55.86,13.51
8275,49,0.5
8283,55.76,14.12
8284,49.4112,16.2815
8285,49.4112,16.2815
8290,50,8.5
8297,46.5,6.08
8306,56.1,13.74
8307,56.1,13.74
8311,47.5,11.5
8312,50.5,7.5
8325,50,19.3
8326,56.0328,14.775
8334,55.71,13.2
8335,55.71,13.2
8337,44,12.37
8343,47.5,1.5
8351,60.25,18.37
8353,38.07,13.22
8354,58,56.3167
8357,41.5,2.25
8365,49,16
8366,50.5,8.5
8369,55.6942,13.4504
8376,62.69,18
8378,49.49,14.24
8386,58.9,11.2
8387,59,18
8419,54.6833,25.3167
8420,50.0667,8.5333
8422,56.06,14.29
8423,56.1,13.74
8424,35,77
8426,56.06,13.97
8428,48.3,14.45
8430,52.25,4.5667
8472,41.6862,-86.8513
8584,42.093,-86.359
9045,42.039,-86.5154
9057,56.1,13.9167
9058,57.75,16.6333
9061,38.3011,42.2239
9063,38.3011,42.2239
9064,38.3011,42.2239
9066,38.6536,48.7992
9067,38.6536,48.7992
9069,38.6536,48.7992
9070,38.6536,48.7992
9073,38.7406,48.6131
9075,38.7406,48.6131
9078,38.7406,48.6131
9079,38.7833,48.5517
9081,38.7833,48.5517
9082,38.7833,48.5517
9084,38.7833,48.5517
9085,38.7833,48.5517
9089,38.9522,48.925
9090,38.9522,48.925
9091,38.9522,48.925
9094,38.9786,48.5594
9095,38.9786,48.5594
9096,38.9786,48.5594
9098,38.9786,48.5594
9099,38.9786,48.5594
9100,41.8296,46.2831
9102,41.8296,46.2831
9103,41.8296,46.2831
9104,41.8296,46.2831
9105,41.8296,46.2831
9106,41.8296,46.2831
9111,41.8296,46.2831
9113,41.8296,46.2831
9114,41.8296,46.2831
9115,41.8296,46.2831
9119,41.7942,43.4767
9120,41.7942,43.4767
9121,41.7942,43.4767
9124,41.7942,43.4767
9125,40.1408,44.8203
9128,39.8692,45.3622
9130,39.8692,45.3622
9131,39.8692,45.3622
9133,39.8692,45.3622
9134,39.8692,45.3622
9298,55.9681,-3.21833
9312,57.9,-5.1525
9314,57.9672,-3.96722
9321,62.8622,18.336
9323,62.8622,18.336
9330,56.9591,16.4052
9332,62.8698,18.381
9336,62.8794,18.4473
9339,57.7133,15.0689
9343,57.3089,18.1512
9352,57.2608,16.3675
9353,57.2608,16.3675
9356,62.8762,18.1746
9363,62.9147,18.4045
9369,57.6781,14.9986
9371,63.016,18.3175
9380,55.7488,13.3742
9381,55.8106,14.2091
9382,55.8106,14.2091
9383,55.8106,14.2091
9386,62.806,18.1896
9388,62.806,18.1896
9390,57.3263,15.8979
9391,57.3263,15.8979
9392,57.3263,15.8979
9394,56.5804,16.4063
9395,57.5089,15.0105
9399,55.4234,13.9905
9402,57.8765,14.8549
9404,55.7491,13.399
9405,55.7491,13.399
9407,55.7491,13.399
9408,56.047,13.9519
9409,56.0573,14.302
9412,57.2746,16.1494
9413,57.2746,16.1494
9416,57.7215,18.3837
9421,55.9745,14.3997
9427,62.8815,18.4055
9433,62.9513,18.2763
9434,62.8959,18.3659
9436,56.1633,14.6806
9437,56.1633,14.6806
9442,55.5678,14.3398
9450,57.2545,18.2109
9451,57.2545,18.2109
9452,57.2545,18.2109
9453,57.8009,18.5162
9454,57.8009,18.5162
9455,57.8009,18.5162
9470,57.6511,14.8043
9476,55.5796,14.3336
9481,55.4242,13.8484
9503,55.8877,-3.21072
9506,40.11,-7.47
9507,38.45,-7.5
9508,40.04,-7.11
9509,39.29,-7.4
9510,38.75,-7.59
9511,38.53,-8.02
9512,38.22,-7.84
9513,38.77,-4.07
9514,39.15,-4.54
9515,39.72,-6.89
9516,39.9,-5.09
9517,42.19,-7.8
9518,39.88,-0.36
9519,41.94,2.64
9520,41.7,-3.68
9521,41.43,2.13
9522,36.52,-5.27
9523,38.37,-2.66
9524,42.52,-0.56
9525,42.49,0.54
9526,41.54,2.39
9527,40.37,-5.74
9528,40.94,-1.37
9529,36.97,-3.36
9530,38.25,-4.32
9531,41.21,-4.54
9532,42.23,-4.64
9533,41.15,-4.32
9534,40.05,-4.65
9535,42.31,3.19
9536,40.83,-2
9537,38.07,-6.66
9538,43.12,-8.09
9539,40.29,-6.67
9540,41.81,2.34
9541,38.26,-5.42
9542,40.79,-4.05
9543,36.77,-5.39
9544,39.4,-5.33
9545,39.4,-5.78
9546,40.82,-1.68
9547,41.67,2.62
9548,40.4,-5
9549,42.23,-3.69
9550,43.05,-5.37
9551,42.28,-5.92
9552,40.87,-4.5
9553,41.58,-4.71
9554,38.86,-3.16
9555,39.58,-3.93
9556,39.66,-4.34
9557,42.46,0.7
9558,41.57,-5.64
9559,38.06,-4.38
9560,38.19,-6.24
9561,40.71,-5.04
9562,41.67,2
9563,40.42,-4.65
9564,40.45,-1.6
9565,42.97,-1.23
9566,42.44,-4.36
9567,42.34,1.3
9568,42.76,-0.23
9569,42.87,-6.45
9570,41.35,1.03
9571,43.28,-6.01
9572,42.75,-3.05
9573,41.86,2.99
9574,38.6,-2.7
9575,42.77,-4.21
9576,40.86,-4.11
9577,42.34,2.17
9578,42.13,-6.7
9579,38.33,-3.51
9580,38.68,-3.57
9581,42.84,-5.12
9582,41.48,-1.63
9583,37.09,-3.38
9584,41.19,-3.58
9585,43.4,-7.39
9586,41.03,-3.27
9587,41.5,-1.88
9588,42.11,0.6
9589,41.6,-2.83
9590,43.37,-5.49
9591,42.86,-3.59
9592,42.1,-5.44
9593,42.26,-2.99
9594,42.04,1.01
9595,40.89,-5.5
9596,41.95,-7.45
9597,42.31,-2.53
9598,41.88,-6.51
9599,42.8,-5.77
9600,39.85,-6.04
9601,41.85,-1.88
9602,40.5,-3.96
9603,42.83,-4.72
9604,42.1,-2.35
9605,40.55,-4.19
9606,31.48,-7.45
9607,53.05,52.15
9608,51.37,59.44
9609,51.41,59.98
9610,53.04,51.96
9611,53.04,51.9
9612,53.04,51.94
9613,55.36,61.41
9614,55.53,65.33
9615,52.99,52.16
9616,53.06,51.96
9617,51.37,59.44
9618,55.61,65.08
9619,51.84,79.48
9620,51.82,79.48
9621,51.84,79.46
9622,52.52,85.27
9623,53.6,79.39
9624,53.6,79.37
9625,51.31,82.59
9626,51.36,82.59
9627,51.32,82.55
9628,51.33,82.54
9629,51.35,82.18
9630,51.34,82.16
9631,51.65,80.79
9632,51.67,80.82
9633,51.63,80.83
9634,54.13,81.31
9635,51.87,80.6
9636,51.75,80.82
9637,51.77,80.85
9638,51.73,80.86
9639,53.82,80.31
9640,51.87,80.06
9641,51.9,80.06
9642,51.84,80.06
9643,52.1,79.31
9644,45.07,18.72
9645,45.17,18.7
9646,NA,NA
9647,40.37,16.77
9648,39.48,16.28
9649,39.13,16.17
9650,39.6,16.51
9651,40.68,14.87
9652,41.36,13.4
9653,38.44,16.13
9654,41.41,13.77
9655,38.92,16.47
9656,40.64,17.31
9657,38.45,16.04
9658,38.97,16.34
9659,41.18,14.18
9660,40.84,14.57
9661,39.58,16.21
9662,38.47,16.47
9663,41.33,14.09
9664,46.36,11.28
9665,46.36,11.28
9666,46.36,11.28
9667,46.36,11.28
9668,46.37,11.28
9669,46.37,11.28
9670,46.37,11.28
9671,46.37,11.28
9672,46.37,11.28
9673,46.37,11.28
9674,46.37,11.29
9675,46.37,11.29
9676,46.37,11.29
9677,46.37,11.29
9678,46.37,11.29
9679,46.34,11.29
9680,46.34,11.29
9681,46.34,11.29
9682,46.34,11.29
9683,46.34,11.29
9684,46.34,11.29
9685,46.34,11.29
9686,46.34,11.29
9687,46.34,11.29
9688,46.34,11.29
9689,46.34,11.29
9690,46.34,11.29
9691,46.34,11.29
9692,46.34,11.29
9693,46.34,11.29
9694,46.34,11.29
9695,46.34,11.29
9696,46.34,11.29
9697,41.62,23.94
9698,41.57,23.85
9699,41.37,23.14
9700,42.32,23.1
9701,43.7,25.91
9702,41.38,23.14
9703,41.53,23.39
9704,41.53,23.39
9705,41.5,23.33
9706,41.64,24.18
9707,41.57,24.84
9708,41.62,25.35
9709,41.85,23.13
9710,41.85,23.13
9711,42.32,23.1
9712,42.32,23.1
9713,42.49,25.61
9714,41.84,25.75
9715,41.99,25.57
9716,41.54,24.98
9717,41.66,25.47
9718,41.55,24.75
9719,41.83,25.69
9720,41.77,25.68
9721,42.72,25.33
9722,41.71,24.41
9723,41.42,23.67
9724,41.54,24.98
9725,37.6,23.08
9726,37.07,22.04
9727,37.63,21.62
9728,48.46,18.9
9729,48.46,18.9
9730,48.47,18.94
9731,48.46,18.9
9732,48.47,18.96
9733,48.47,18.94
9734,48.47,18.94
9735,48.47,18.94
9736,44.69,25.17
9737,45.95,22.62
9738,45.57,25.42
9739,46.01,22.33
9740,46.16,21.43
9741,45.84,23.16
9742,44.68,25.17
9743,45.14,25
9744,47.16,27.59
9745,41.45,70.05
9746,43.71,22.3
9747,44.38,21.22
9748,44.23,21.71
9749,43.54,22.29
9750,43,22.65
9751,44.91,19.99
9752,44,22.07
9753,44.91,19.99
9754,44.66,21.37
9755,44.56,22.56
9756,44.3,21.08
9757,44.3,21.08
9758,47.75,88.4
9759,37.47,49.47
9760,48.81,1.66
9761,33.92,35.7
9762,37.69,14.98
9764,34.1,35.84
9766,42.26,74.16
9767,34.25,35.92
9768,48.57,9.16
9769,48.55,8.99
9770,48.53,9.01
9771,48.56,9.11
9772,48.41,8.85
9773,48.52,8.92
9774,48.59,9.22
9775,48.41,8.79
9776,48.43,8.79
9777,48.57,9.17
9778,48.41,8.84
9779,48.5,8.78
9780,48.43,8.79
9781,48.52,9.11
9782,48.53,9.09
9783,48.52,9.05
9784,48.5,8.8
9785,48.54,9.02
9786,48.54,9.01
9787,48.5,9
9788,48.53,9.01
9789,48.39,8.96
9790,48.58,9.18
9791,48.6,9.2
9792,48.54,9.09
9793,48.57,9.16
9794,48.52,9.08
9795,48.5,9.11
9796,48.41,8.84
9797,48.54,9.02
9798,48.54,9.01
9799,48.39,8.85
9800,48.54,9.01
9801,48.54,9.01
9802,48.51,9.11
9803,48.42,8.76
9804,48.45,8.87
9805,48.54,9.09
9806,48.56,9.16
9807,48.6,9.22
9808,48.52,9.08
9809,48.52,9.05
9810,48.53,9.07
9811,48.52,9.05
9812,48.52,9.03
9813,48.4,8.77
9814,48.42,8.79
9815,48.54,9.02
9816,48.55,9.06
9817,39.84,-6.6
9818,41.14,-0.25
9819,42.35,-3.03
9820,41,-4.71
9821,41.81,2.49
9822,40.52,-4.02
9823,43.34,-5.84
9824,42.91,-4.91
9825,40.4,-3.88
9826,42.49,-6.71
9827,42.78,0.69
9828,42.5,-6.15
9829,40.43,-4.75
9830,36.97,-3.28
9831,38.54,-3.39
9832,40.54,-3.69
9833,40.38,-4.21
9834,40.51,-3.9
9835,40.61,-6.57
9836,41.25,-1.32
9837,37.94,-5.6
9838,41.83,-5.38
9839,40.44,-4.27
9840,41.13,-1.43
9841,40.59,-4.15
9842,39.31,-3.89
9843,40.53,-3.92
9844,42.27,0.19
9845,40.48,-3.96
9846,42.31,-3.02
9847,43.31,-5.7
9848,40.11,-5.77
9849,40.65,-4.11
9850,42.86,-0.7
9851,42.96,-6.1
9852,40.46,-3.75
9853,43.33,-5.91
9854,43.36,-5.88
9855,40.57,-3.89
9856,40.51,-4
9857,40.33,-3.8
9858,40.98,-3.8
9859,40.5,-3.88
9860,42.24,-2.62
9861,40.72,-3.21
9862,40.45,-3.67
9863,43.33,-5.87
9864,41.76,2.69
9865,38.88,-3.53
9866,41.89,-2.79
9867,40.94,-3.22
9868,41.78,2.37
9869,36.76,-5.28
9870,41.91,0.17
9871,40.75,-3.99
9872,40.49,-4.11
9873,37.94,-5.45
9874,42.34,-3
9875,43.38,-5.87
9876,41.34,0.99
9877,43.02,-5.6
9878,40.78,-3.62
9879,37.6,-1.12
9880,42.72,-3.44
9881,40.46,-5.32
9882,40.46,-4.26
9883,42.1,-2.56
9884,42.25,-3.04
9885,41.14,-3.68
9886,42.38,1.73
9887,40.4,-4.77
9888,40.93,-3.31
9889,40.86,-3.87
9890,43.16,-5.07
9891,41.93,2.92
9892,42.68,-6.96
9893,37.96,-5.37
9894,42.59,0.76
9895,41.78,2.57
9896,38.47,-3.74
9897,40.95,-5.63
9898,41.14,-3.58
9899,42.54,0.84
9900,37.38,-6.01
9901,42.27,-2.98
9902,40.71,-3.24
9903,42.31,-3.1
9904,40.95,-3.31
9905,40.76,-4.01
9906,40,4.25
9907,50.86,3.6
9908,50.72,3.47
9909,50.59,3.3
9910,50.68,3.52
9911,47.16,4.28
9913,47.24,4.43
9914,47.58,5.33
9915,47.45,3.94
9916,47.1,4.22
9917,46.69,4.34
9918,47.43,5.21
9919,48.85,4.45
9920,48.54,4.32
9921,48.57,4.41
9922,48.52,4.7
9923,48.58,4.46
9924,48.59,4.24
9925,48.91,4.52
9926,48.86,4.1
9927,44.05,3.69
9928,44.12,3.77
9929,43.92,3.71
9930,43.91,4.14
9931,43.98,4.31
9932,44.12,4.33
9933,43.74,3.89
9934,44.07,4.08
9935,50.6,2.93
9936,50.47,3.46
9937,50.79,2.69
9938,50.65,2.99
9939,31.48,-7.45
9940,31.47,-7.42
9941,40.92,-8.54
9942,41.32,-1.34
9943,39.73,-5.74
9944,36.83,-6.36
9945,41.8,-3.11
9946,38.92,-6.34
9947,40.74,-3.9
9948,41.05,-3.54
9949,42.69,-6.93
9950,42.63,0.76
9951,51.3333,82.5667
9952,51.32,82.55
9953,51.33,82.19
9954,51.65,80.82
9955,54.09,60.46
9956,54.06,60.48
9957,53.04,51.75
9958,53.33,49.48
9959,53.33,49.48
9960,51.31,57.56
9961,53.09,52
9962,40.57,15.32
9963,39.18,16.26
9964,38.36,16.23
9965,38.38,16.22
9966,40.28,15.65
9967,39.83,16.17
9968,39.27,16.27
9969,40.18,16.45
9970,46.37,11.24
9971,46.51,11.33
9972,46.51,11.33
9973,46.36,11.28
9974,46.34,11.29
9975,46.34,11.29
9976,46.25,11.17
9977,46.63,10.82
9978,46.63,10.82
9979,46.36,11.23
9980,38.62,16.17
9981,38.76,16.24
9982,39.01,16.47
9983,41.62,12.87
9984,41.62,12.87
9985,41.43,23.65
9986,41.59,25.2
9987,41.43,23.5
9988,41.7942,43.4767
9989,41.7942,43.4767
9990,41.8296,46.2831
9991,41.2381,46.3728
9992,38.3011,42.2239
9993,38.6425,42.2394
9994,48.43,8.77
9995,48.14,9.4
9996,48.52,8.8
9997,48.56,9.16
9998,48.43,8.82
9999,48.53,9.06
10000,48.53,9.05
10001,48.52,9.05
10002,48.53,9.04
10003,48.6,9.19
10004,44.46,25.74
10005,46.11,21.95
10006,44.6419,34.3814
10007,50.3553,29.3244
10008,41.45,70.05
10009,41.45,70.05
10010,41.45,70.05
10011,39.8692,45.3622
10012,38.9786,48.5594
10013,38.7406,48.6131
10014,38.6536,48.7992
10015,37.29,71.3
10016,44.9444,21.1828
10017,44.34,21.46
10018,44.84,20.16
10019,48.67,54.93
10020,49.17,16.5
10021,52.1444,9.37827
10022,48.0333,7.7667
10023,NA,NA
10024,NA,NA
10025,50.01,8.67
10026,47.6479,-122.305
100000,54.6833,25.3167
